stock,entry,sl,tp,rr,trend,volume,momentum,rsi,vwap,score,date,time,result
BELRISE,231.5,230.34,233.81,2.0,0.0038,3.93,0.0048,73.4,230.73,93.05,2026-07-16,10:53,SL
BOMDYEING,126.0,125.37,127.26,2.0,0.008,3.64,0.0057,71.5,125.05,100.0,2026-07-16,10:53,SL
BUTTERFLY,774.9,771.03,782.65,2.0,0.007,6.14,0.0073,73.6,770.59,100.0,2026-07-16,10:53,SL
CARBORUNIV,1090.3,1084.85,1101.2,2.0,0.0077,1.62,0.0059,57.6,1085.47,84.32,2026-07-16,10:53,SL
CORDELIA,825.0,820.88,833.25,2.0,0.0106,5.77,0.0135,69.3,816.67,100.0,2026-07-16,10:54,SL
CREST,370.15,368.3,373.85,2.0,0.0073,,0.0065,64.1,368.99,,2026-07-16,10:54,SL
CSM,106.87,106.34,107.94,2.0,0.0075,6.18,0.0081,53.9,106.51,100.0,2026-07-16,10:54,SL
DALMIASUG,367.0,365.17,370.67,2.0,0.0142,8.72,0.0152,74.6,363.57,100.0,2026-07-16,10:54,SL
EIHOTEL,338.0,336.31,341.38,2.0,0.0047,6.01,0.0054,56.4,335.84,98.35,2026-07-16,10:55,SL
ESTER,89.56,89.11,90.46,2.0,0.0071,13.91,0.0092,61.5,89.28,100.0,2026-07-16,10:55,SL
FRACTAL,888.9,884.46,897.79,2.0,0.0049,5.02,0.0046,55.2,883.04,97.73,2026-07-16,10:55,SL
GRAVITA,1838.0,1828.81,1856.38,2.0,0.0068,2.78,0.007,66.9,1823.78,100.0,2026-07-16,10:56,SL
INDOBORAX,449.65,447.4,454.15,2.0,0.006,3.08,0.0084,57.5,444.46,100.0,2026-07-16,10:57,SL
INGERRAND,4692.0,4668.54,4738.92,2.0,0.0038,2.98,0.0058,67.0,4631.51,94.11,2026-07-16,10:57,SL
KKCL,504.4,501.88,509.44,2.0,0.0063,4.97,0.0053,61.0,500.04,100.0,2026-07-16,10:58,SL
KRISHANA,140.7,140.0,142.11,2.0,0.0127,1.85,0.0043,73.9,137.86,84.18,2026-07-16,10:58,SL
MAJESAUT,396.7,394.72,400.67,2.0,0.0045,5.47,0.0052,58.4,393.66,97.56,2026-07-16,10:58,SL
MUTHOOTMF,244.97,243.75,247.42,2.0,0.0043,2.6,0.0049,57.3,244.09,94.69,2026-07-16,10:59,SL
NAHARPOLY,251.95,250.69,254.47,2.0,0.0039,2.38,0.0076,52.3,250.89,90.26,2026-07-16,10:59,SL
OMNI,572.3,569.44,578.02,2.0,0.0066,2.36,0.0071,64.5,565.15,95.45,2026-07-16,10:59,SL
PANACEABIO,567.0,564.16,572.67,2.0,0.0046,4.96,0.0053,50.8,561.44,98.07,2026-07-16,11:00,SL
POWERICA,592.8,589.84,598.73,2.0,0.0044,3.35,0.0044,60.4,589.39,94.18,2026-07-16,11:00,SL
RAIN,214.78,213.71,216.93,2.0,0.0118,2.01,0.0091,66.2,211.14,90.12,2026-07-16,11:00,SL
SANATHAN,449.3,447.05,453.79,2.0,0.0032,7.68,0.0051,62.3,447.8,91.18,2026-07-16,11:01,SL
SANSERA,3266.0,3249.67,3298.66,2.0,0.0052,3.23,0.0054,65.4,3236.86,100.0,2026-07-16,11:01,TARGET
SILVERTUC,197.0,196.01,198.97,2.0,0.0053,8.45,0.0052,63.6,194.61,100.0,2026-07-16,11:02,SL
SYRMA,1427.9,1420.76,1442.18,2.0,0.0048,2.85,0.0045,72.3,1421.9,96.71,2026-07-16,11:03,SL
TOTAL,54.63,54.36,55.18,2.0,0.023,,0.0288,57.4,53.22,,2026-07-16,11:03,TARGET
UJJIVANSFB,65.88,65.55,66.54,2.0,0.0035,2.94,0.0049,61.4,65.37,92.11,2026-07-16,11:04,SL
UNIENTER,109.85,109.3,110.95,2.0,0.0083,2.63,0.0162,56.8,108.59,99.39,2026-07-16,11:04,SL
UPL,629.0,625.86,635.29,2.0,0.0057,1.62,0.0059,58.5,619.23,84.28,2026-07-16,11:04,SL
UTTAMSUGAR,234.05,232.88,236.39,2.0,0.0026,1.76,0.0044,57.2,232.93,71.65,2026-07-16,11:04,SL
VAML,458.0,455.71,462.58,2.0,0.006,3.13,0.0066,59.1,456.48,100.0,2026-07-16,11:04,SL
VIJAYA,1435.0,1427.83,1449.35,2.0,0.0204,4.33,0.0235,65.7,1399.36,100.0,2026-07-16,11:04,SL
WAAREEENER,2834.8,2820.63,2863.15,2.0,0.0035,1.82,0.0036,61.0,2827.19,72.52,2026-07-16,11:04,SL
WEWORK,732.0,728.34,739.32,2.0,0.0076,1.72,0.0083,65.0,723.39,85.73,2026-07-16,11:04,SL
ZENTEC,1815.0,1805.92,1833.15,2.0,0.0056,2.55,0.0039,71.6,1809.06,92.62,2026-07-16,11:04,SL
HAL,4502.4,4479.89,4547.42,2.0,0.0052,3.86,0.0047,70.8,4475.13,98.65,2026-07-17,06:24,SL
HESTERBIO,2435.9,2423.72,2460.26,2.0,0.0061,2.04,0.0054,65.4,2421.56,90.58,2026-07-17,06:24,SL
NIPPOBATRY,334.7,333.03,338.05,2.0,0.0048,,0.0078,66.7,332.65,,2026-07-17,06:29,SL
NUVOCO,350.3,348.55,353.8,2.0,0.0106,3.09,0.0124,74.8,347.46,100.0,2026-07-17,06:29,SL
REPRO,376.05,374.17,379.81,2.0,0.0052,,0.0031,64.0,373.92,,2026-07-17,06:31,SL
ALBERTDAVD,699.9,696.4,706.9,2.0,0.006,,0.0032,59.4,694.81,,2026-07-17,08:31,SL
BASF,3730.0,3711.35,3767.3,2.0,0.0028,2.1,0.0032,65.5,3730.66,71.3,2026-07-17,08:32,SL
CONTROLPR,659.65,656.35,666.25,2.0,0.0063,3.42,0.0074,60.4,651.59,100.0,2026-07-17,08:33,SL
CREST,366.2,364.37,369.86,2.0,0.0023,,0.0043,59.6,364.75,,2026-07-17,08:33,TARGET
DPABHUSHAN,1316.15,1309.57,1329.31,2.0,0.0055,2.51,0.0066,67.4,1311.65,97.63,2026-07-17,08:33,SL
JUBLCPL,2003.6,1993.58,2023.64,2.0,0.0093,3.34,0.0145,72.4,1982.3,100.0,2026-07-17,08:36,SL
KFINTECH,891.0,886.54,899.91,2.0,0.0047,1.73,0.0042,65.1,883.06,80.46,2026-07-17,08:36,SL
MACPOWER,1349.7,1342.95,1363.2,2.0,0.0049,4.65,0.004,58.8,1344.05,94.61,2026-07-17,08:37,SL
PRIMESECU,279.9,278.5,282.7,2.0,0.0065,2.52,0.0068,74.4,277.91,97.81,2026-07-17,08:38,TARGET
STOVEKRAFT,776.8,772.92,784.57,2.0,0.003,10.42,0.0036,53.1,774.86,83.1,2026-07-17,08:40,SL
STYRENIX,2219.0,2207.91,2241.19,2.0,0.0035,2.28,0.0057,55.6,2207.51,86.53,2026-07-17,08:40,TARGET
AARON,117.83,117.24,119.01,2.0,0.0077,1.92,0.012,57.4,116.88,88.81,2026-07-17,10:21,SL
ABDL,620.0,616.9,626.2,2.0,0.0045,3.77,0.0054,62.2,618.62,97.73,2026-07-17,10:21,SL
ABREL,1455.0,1447.72,1469.55,2.0,0.0067,5.29,0.0037,70.0,1443.26,93.28,2026-07-17,10:22,SL
ACI,552.4,549.64,557.92,2.0,0.0042,2.11,0.0045,66.9,547.94,85.08,2026-07-17,10:22,SL
ADVENTHTL,149.55,148.8,151.05,2.0,0.0124,3.29,0.0102,74.6,147.54,100.0,2026-07-17,10:22,SL
AEROENTER,119.46,118.86,120.65,2.0,0.0214,3.91,0.0154,73.1,116.82,100.0,2026-07-17,10:22,SL
AMBIKCO,1731.0,1722.35,1748.31,2.0,0.004,2.98,0.0035,61.1,1726.16,87.51,2026-07-17,10:22,SL
ARKADE,139.66,138.96,141.06,2.0,0.0037,7.55,0.0053,56.6,138.68,93.7,2026-07-17,10:22,TARGET
BANCOINDIA,662.0,658.69,668.62,2.0,0.0043,3.49,0.003,66.4,656.44,86.71,2026-07-17,10:23,SL
BFUTILITIE,618.75,615.66,624.94,2.0,0.0086,3.69,0.006,69.6,613.23,100.0,2026-07-17,10:23,SL
BIOCON,437.8,435.61,442.18,2.0,0.0026,4.43,0.0044,55.8,436.69,84.66,2026-07-17,10:23,TARGET
BLACKBUCK,581.0,578.1,586.81,2.0,0.0033,2.88,0.0037,56.0,574.75,85.02,2026-07-17,10:23,SL
BUTTERFLY,779.0,775.11,786.79,2.0,0.0033,1.93,0.0038,55.2,773.19,74.44,2026-07-17,10:23,SL
CAMLINFINE,123.2,122.58,124.43,2.0,0.0053,2.88,0.0037,58.5,122.42,93.33,2026-07-17,10:23,TARGET
CEMPRO,1620.0,1611.9,1636.2,2.0,0.013,12.51,0.0198,67.0,1605.47,100.0,2026-07-17,10:23,SL
CERA,6070.0,6039.65,6130.7,2.0,0.0069,4.47,0.0078,71.0,6036.46,100.0,2026-07-17,10:23,SL
CEWATER,310.75,309.2,313.86,2.0,0.0066,2.71,0.0049,63.8,309.69,99.25,2026-07-17,10:23,TARGET
CNL,919.0,914.4,928.19,2.0,0.0051,4.6,0.0058,58.7,915.27,100.0,2026-07-17,10:23,SL
CORDELIA,830.4,826.25,838.7,2.0,0.0099,3.6,0.0083,70.2,827.6,100.0,2026-07-17,10:23,SL
CRISIL,4260.0,4238.7,4302.6,2.0,0.003,5.6,0.0031,70.3,4244.17,80.14,2026-07-17,10:23,SL
DCAL,192.25,191.29,194.17,2.0,0.0072,7.74,0.0068,65.6,191.16,100.0,2026-07-17,10:24,SL
DDEVPLSTIK,290.45,289.0,293.35,2.0,0.013,4.32,0.0085,71.1,286.86,100.0,2026-07-17,10:24,SL
DMCC,269.0,267.65,271.69,2.0,0.0161,4.0,0.0043,68.3,264.56,96.47,2026-07-17,10:24,SL
DSSL,1224.0,1217.88,1236.24,2.0,0.0059,3.01,0.0051,57.3,1215.64,100.0,2026-07-17,10:24,SL
EIMCOELECO,1839.9,1830.7,1858.3,2.0,0.0054,5.32,0.0057,64.4,1829.43,100.0,2026-07-17,10:24,SL
ENDURANCE,2741.0,2727.3,2768.41,2.0,0.0035,2.88,0.0051,59.8,2723.13,92.51,2026-07-17,10:24,SL
FORCEMOT,18333.0,18241.33,18516.33,2.0,0.0052,3.49,0.005,54.6,18269.48,99.94,2026-07-17,10:24,SL
GAIL,171.7,170.84,173.42,2.0,0.0024,3.0,0.0045,63.1,171.09,84.51,2026-07-17,10:24,SL
GANDHAR,208.95,207.91,211.04,2.0,0.0073,1.73,0.0058,74.6,206.36,85.98,2026-07-17,10:24,TARGET
HARRMALAYA,219.08,217.98,221.27,2.0,0.0044,2.32,0.005,66.2,217.72,91.71,2026-07-17,10:25,SL
HERITGFOOD,331.5,329.84,334.81,2.0,0.0058,4.11,0.0036,65.9,326.31,93.17,2026-07-17,10:25,SL
HIKAL,229.5,228.35,231.8,2.0,0.0039,3.37,0.0032,62.1,228.95,85.68,2026-07-17,10:25,TARGET
HONDAPOWER,2129.0,2118.36,2150.29,2.0,0.0051,2.23,0.0036,68.6,2115.52,86.64,2026-07-17,10:25,SL
HYUNDAI,1996.0,1986.02,2015.96,2.0,0.0036,2.68,0.0031,66.0,1992.87,83.57,2026-07-17,10:25,SL
INDOBORAX,469.0,466.65,473.69,2.0,0.0116,5.61,0.0136,65.6,459.14,100.0,2026-07-17,10:26,SL
ISGEC,895.9,891.42,904.86,2.0,0.0057,5.58,0.0031,70.1,890.37,90.68,2026-07-17,10:26,SL
IXIGO,201.0,200.0,203.01,2.0,0.0056,3.2,0.0047,64.7,199.53,98.49,2026-07-17,10:26,SL
KABRAEXTRU,331.9,330.24,335.22,2.0,0.0159,2.54,0.015,70.8,332.36,98.15,2026-07-17,10:26,SL
KIRLOSIND,3845.5,3826.27,3883.95,2.0,0.0057,1.59,0.0047,63.4,3823.74,82.15,2026-07-17,10:26,SL
KITEX,151.8,151.04,153.32,2.0,0.01,2.63,0.0109,73.7,149.74,99.39,2026-07-17,10:26,SL
KNRCON,123.1,122.48,124.33,2.0,0.0031,6.58,0.0033,57.4,122.62,81.97,2026-07-17,10:26,SL
KRISHNADEF,1284.0,1277.58,1296.84,2.0,0.0056,2.94,0.0057,71.2,1276.99,100.0,2026-07-17,10:26,TARGET
KROSS,192.76,191.8,194.69,2.0,0.0049,2.2,0.004,55.1,191.54,87.1,2026-07-17,10:26,TARGET
MAHEPC,111.99,111.43,113.11,2.0,0.005,2.18,0.004,50.4,111.99,87.8,2026-07-17,10:27,SL
MAMATA,388.0,386.06,391.88,2.0,0.0043,2.47,0.0034,50.0,384.86,85.17,2026-07-17,10:27,SL
MANGLMCEM,990.0,985.05,999.9,2.0,0.0058,4.52,0.0041,70.8,983.98,95.28,2026-07-17,10:27,SL
MANINFRA,101.73,101.22,102.75,2.0,0.0066,3.19,0.0049,69.1,100.72,99.7,2026-07-17,10:27,SL
MAPMYINDIA,1178.0,1172.11,1189.78,2.0,0.0038,3.01,0.0046,73.1,1174.6,91.79,2026-07-17,10:27,SL
MASFIN,313.95,312.38,317.09,2.0,0.0033,3.05,0.004,62.7,312.87,86.68,2026-07-17,10:27,SL
MAXIND,168.0,167.16,169.68,2.0,0.0188,3.92,0.0205,65.6,164.88,100.0,2026-07-17,10:27,SL
MONTECARLO,540.85,538.15,546.26,2.0,0.0072,3.79,0.0069,67.0,535.85,100.0,2026-07-17,10:27,SL
NOVARTIND,1575.0,1567.12,1590.75,2.0,0.0074,2.74,0.0056,74.8,1557.23,100.0,2026-07-17,10:28,SL
OFSS,11799.0,11740.0,11916.99,2.0,0.0031,3.92,0.0035,62.2,11638.95,82.91,2026-07-17,10:28,TARGET
ORISSAMINE,3705.0,3686.47,3742.05,2.0,0.0026,2.6,0.0044,62.5,3683.15,84.07,2026-07-17,10:28,SL
PARAGMILK,224.95,223.83,227.2,2.0,0.0032,3.91,0.0049,53.6,223.76,90.53,2026-07-17,10:28,SL
PARKHOTELS,126.8,126.17,128.07,2.0,0.0051,5.26,0.0032,56.4,126.17,90.82,2026-07-17,10:28,SL
PETRONET,274.0,272.63,276.74,2.0,0.0024,1.89,0.0035,58.3,273.43,67.81,2026-07-17,10:28,SL
PFOCUS,290.0,288.55,292.9,2.0,0.0052,4.3,0.006,70.6,288.81,100.0,2026-07-17,10:28,SL
PGIL,2050.0,2039.75,2070.5,2.0,0.0038,1.99,0.0032,52.1,2025.78,75.04,2026-07-17,10:28,SL
POONAWALLA,480.2,477.8,485.0,2.0,0.0105,4.17,0.0099,65.5,474.44,100.0,2026-07-17,10:28,SL
PRAKASH,124.7,124.08,125.95,2.0,0.0061,4.43,0.0045,69.3,124.12,97.56,2026-07-17,10:28,SL
RIIL,782.0,778.09,789.82,2.0,0.0064,3.48,0.003,72.4,777.43,90.07,2026-07-17,10:29,SL
ROTO,65.39,65.06,66.04,2.0,0.005,3.64,0.0046,58.8,65.24,97.93,2026-07-17,10:29,SL
SAATVIKGL,467.95,465.61,472.63,2.0,0.0062,4.34,0.0088,65.3,464.42,100.0,2026-07-17,10:29,SL
SAFARI,1640.5,1632.3,1656.9,2.0,0.0046,4.49,0.0056,58.9,1631.23,97.78,2026-07-17,10:29,SL
SFL,763.15,759.33,770.78,2.0,0.0121,2.55,0.0041,72.3,747.09,94.01,2026-07-17,10:29,SL
SIYSIL,637.0,633.81,643.37,2.0,0.013,4.56,0.009,69.7,624.64,100.0,2026-07-17,10:30,SL
SMLMAH,4091.9,4071.44,4132.82,2.0,0.0093,3.67,0.0099,72.1,4036.58,100.0,2026-07-17,10:30,SL
SOLARA,572.25,569.39,577.97,2.0,0.0036,2.86,0.0031,61.7,568.64,83.39,2026-07-17,10:30,TARGET
SONACOMS,704.95,701.43,712.0,2.0,0.0028,1.54,0.0035,63.8,698.57,64.4,2026-07-17,10:30,TARGET
SPMLINFRA,205.8,204.77,207.86,2.0,0.0053,2.19,0.0039,56.7,203.55,87.37,2026-07-17,10:30,SL
TENNIND,557.4,554.61,562.97,2.0,0.0067,3.35,0.0079,64.4,555.29,100.0,2026-07-17,10:31,SL
TIIL,2576.5,2563.62,2602.26,2.0,0.0112,4.8,0.0111,64.5,2550.12,100.0,2026-07-17,10:31,SL
TOLINS,103.26,102.74,104.29,2.0,0.0039,1.92,0.0054,60.7,102.58,83.12,2026-07-17,10:31,SL
VADILALIND,6724.0,6690.38,6791.24,2.0,0.004,4.21,0.0039,57.7,6676.8,89.18,2026-07-17,10:31,TARGET
VESUVIUS,467.7,465.36,472.38,2.0,0.0034,2.21,0.0032,58.0,466.24,76.03,2026-07-17,10:31,SL
VIDYAWIRES,95.4,94.92,96.35,2.0,0.0137,2.15,0.0042,73.8,92.82,88.38,2026-07-17,10:31,SL
VIKRAMSOLR,193.17,192.2,195.1,2.0,0.0047,4.54,0.0043,69.1,192.27,94.99,2026-07-17,10:31,SL
VLSFINANCE,257.15,255.86,259.72,2.0,0.0079,4.72,0.0069,63.4,254.77,100.0,2026-07-17,10:31,SL
VRLLOG,232.0,230.84,234.32,2.0,0.0031,5.69,0.0034,55.5,230.71,82.4,2026-07-17,10:31,SL
WABAG,2000.0,1990.0,2020.0,2.0,0.0028,2.97,0.0061,53.1,1993.63,89.17,2026-07-17,10:31,TARGET
ZOTA,1358.0,1351.21,1371.58,2.0,0.0063,1.5,0.0044,55.8,1346.13,79.73,2026-07-17,10:32,SL
GRPLTD,1880.7,1871.3,1899.51,2.0,0.0148,3.95,0.0109,62.0,1859.81,100.0,2026-07-17,10:46,SL
HGS,431.95,429.79,436.27,2.0,0.0072,2.03,0.0115,66.3,427.74,90.51,2026-07-23,09:19,SL
KIRANVYPAR,199.44,198.44,201.43,2.0,0.0115,,0.0124,60.1,198.21,,2026-07-23,09:21,SL
TARMAT,51.14,50.88,51.65,2.0,0.0201,,0.0228,72.7,50.72,,2026-07-23,09:28,SL
ARCHIDPLY,83.0,82.58,83.83,2.0,0.0274,,0.0426,67.5,81.01,,2026-07-23,11:04,SL
CARERATING,1736.1,1727.42,1753.46,2.0,0.0075,2.9,0.008,72.6,1711.6,100.0,2026-07-23,11:05,SL
INDIACEM,408.2,406.16,412.28,2.0,0.0054,1.95,0.006,62.1,405.89,89.29,2026-07-23,11:10,SL
IRMENERGY,257.55,256.26,260.13,2.0,0.0123,3.51,0.0102,71.4,253.96,100.0,2026-07-23,11:10,SL
KANPRPLA,210.52,209.47,212.63,2.0,0.0098,6.38,0.017,59.1,209.39,100.0,2026-07-23,11:11,TARGET
LALPATHLAB,1696.0,1687.52,1712.96,2.0,0.0052,1.88,0.0063,74.6,1684.24,88.27,2026-07-23,11:11,SL
MACPOWER,1369.8,1362.95,1383.5,2.0,0.0154,2.28,0.0117,60.2,1343.16,94.25,2026-07-23,11:12,SL
NRAIL,496.2,493.72,501.16,2.0,0.0348,5.38,0.0338,66.3,478.74,100.0,2026-07-23,11:13,SL
PDMJEPAPER,93.99,93.52,94.93,2.0,0.0086,3.14,0.0071,63.6,93.38,100.0,2026-07-23,11:14,SL
PUNJABCHEM,1150.0,1144.25,1161.5,2.0,0.0155,2.57,0.015,67.3,1134.54,98.53,2026-07-23,11:15,SL
RAMAPHO,127.6,126.96,128.88,2.0,0.03,2.89,0.0393,68.7,123.72,100.0,2026-07-23,11:15,SL
RUBICON,1537.9,1530.21,1553.28,2.0,0.0077,3.67,0.01,52.8,1517.82,100.0,2026-07-23,11:16,SL
SANOFICONR,4690.0,4666.55,4736.9,2.0,0.0075,1.98,0.0086,66.5,4629.95,89.71,2026-07-23,11:16,SL
SCHAND,150.0,149.25,151.5,2.0,0.0076,3.68,0.0093,69.3,148.91,100.0,2026-07-23,11:16,SL
SPANDANA,297.0,295.51,299.97,2.0,0.0245,4.49,0.0336,60.6,288.7,100.0,2026-07-23,11:17,SL
YATRA,107.99,107.45,109.07,2.0,0.0051,3.31,0.0082,58.4,107.04,100.0,2026-07-23,11:20,SL
ACMESOLAR,373.95,372.08,377.69,2.0,0.0116,1.93,0.0073,72.6,369.34,88.95,2026-07-24,06:13,SL
APCL,102.89,102.38,103.92,2.0,0.0101,,0.0217,64.4,101.36,,2026-07-24,06:13,SL
BANSWRAS,128.0,127.36,129.28,2.0,0.0068,2.22,0.0087,61.8,127.52,93.25,2026-07-24,06:14,SL
BUTTERFLY,743.5,739.78,750.94,2.0,0.006,2.06,0.0083,62.8,740.24,90.84,2026-07-24,06:14,TARGET
CEIGALL,333.95,332.28,337.29,2.0,0.0082,2.31,0.008,73.0,331.61,94.59,2026-07-24,06:14,TARGET
GMMPFAUDLR,810.25,806.2,818.35,2.0,0.0109,1.96,0.0147,64.9,798.2,89.34,2026-07-24,06:16,SL
HUBTOWN,197.0,196.01,198.97,2.0,0.0073,2.92,0.0078,63.7,195.64,100.0,2026-07-24,06:17,SL
LIBERTSHOE,256.95,255.67,259.52,2.0,0.0089,2.84,0.0092,70.5,254.93,100.0,2026-07-24,06:18,SL
MANINDS,527.0,524.37,532.27,2.0,0.0116,2.89,0.0081,72.6,522.46,100.0,2026-07-24,06:18,TARGET
MBAPL,146.75,146.02,148.22,2.0,0.0078,2.42,0.0079,63.8,145.96,96.24,2026-07-24,06:19,SL
NATHBIOGEN,160.99,160.19,162.6,2.0,0.021,2.91,0.0254,66.4,157.5,100.0,2026-07-24,06:19,SL
NOCIL,161.6,160.79,163.22,2.0,0.0078,2.31,0.0073,60.5,160.08,94.64,2026-07-24,06:19,SL
SCODATUBES,146.5,145.77,147.97,2.0,0.0129,2.71,0.0118,61.1,143.7,100.0,2026-07-24,06:21,SL
ADVENTHTL,143.54,142.82,144.98,2.0,0.0097,2.57,0.0126,71.4,141.91,98.62,2026-07-24,06:27,TARGET
AMBIKCO,1697.9,1689.41,1714.88,2.0,0.0117,8.83,0.0167,71.4,1685.73,100.0,2026-07-24,06:27,TARGET
ASHIANA,382.2,380.29,386.02,2.0,0.0072,2.1,0.0072,70.1,378.73,91.43,2026-07-24,06:28,TARGET
ISHANCH,55.1,54.82,55.65,2.0,0.0437,,0.0562,61.4,52.97,,2026-07-24,06:33,SL
JUBLPHARMA,966.55,961.72,976.22,2.0,0.0099,7.19,0.0082,74.9,958.4,100.0,2026-07-24,06:33,SL
KSB,864.4,860.08,873.04,2.0,0.0068,4.86,0.0083,66.7,859.13,100.0,2026-07-24,06:34,TARGET
LOTUSEYE,121.48,120.87,122.69,2.0,0.0125,,0.0124,62.1,119.46,,2026-07-24,06:35,SL
PAUSHAKLTD,550.05,547.3,555.55,2.0,0.0118,2.22,0.0154,71.5,543.92,93.33,2026-07-24,06:36,SL
SARLAPOLY,101.66,101.15,102.68,2.0,0.0163,3.92,0.0155,71.9,99.97,100.0,2026-07-24,06:38,SL
STCINDIA,117.21,116.62,118.38,2.0,0.0074,2.16,0.0083,65.0,116.36,92.33,2026-07-24,06:40,TARGET
ELIN,101.2,100.69,102.21,2.0,0.0075,2.1,0.008,65.1,99.91,91.52,2026-07-24,09:09,SL
PANSARI,361.0,359.19,364.61,2.0,0.0151,,0.0146,59.7,355.88,,2026-07-24,09:18,SL
SHIVAUM,386.05,384.12,389.91,2.0,0.0101,,0.0095,52.0,381.9,,2026-07-24,09:21,TARGET
SIRCA,394.5,392.53,398.44,2.0,0.0066,3.31,0.0084,70.5,391.83,100.0,2026-07-24,09:21,SL
SUYOG,852.45,848.19,860.97,2.0,0.0096,8.53,0.012,68.4,844.61,100.0,2026-07-24,09:22,SL
VINDHYATEL,1890.1,1880.65,1909.0,2.0,0.0156,7.25,0.0189,72.5,1847.51,100.0,2026-07-24,09:25,SL
ARIHANTCAP,82.0,81.59,82.82,2.0,0.0086,4.84,0.0126,60.5,80.94,100.0,2026-07-24,10:57,TARGET
BAJAJELEC,331.85,330.19,335.17,2.0,0.0103,2.42,0.0105,68.1,325.33,96.25,2026-07-24,10:57,SL
BATAINDIA,693.9,690.43,700.84,2.0,0.0084,2.97,0.0103,66.9,680.52,100.0,2026-07-24,10:57,TARGET
BFINVEST,463.0,460.69,467.63,2.0,0.0103,4.82,0.012,66.1,451.35,100.0,2026-07-24,10:57,SL
EXCELSOFT,74.99,74.62,75.74,2.0,0.0074,4.09,0.0075,62.3,73.93,100.0,2026-07-24,10:59,TARGET
GHCL,438.0,435.81,442.38,2.0,0.0068,5.79,0.0074,63.4,432.37,100.0,2026-07-24,10:59,SL
GKENERGY,136.91,136.23,138.28,2.0,0.0065,4.51,0.0095,67.4,135.19,100.0,2026-07-24,11:00,SL
GNRL,93.9,93.43,94.84,2.0,0.0159,3.3,0.0184,74.1,90.99,100.0,2026-07-24,11:00,SL
GOCOLORS,326.05,324.42,329.31,2.0,0.0067,4.27,0.011,64.2,321.91,100.0,2026-07-24,11:00,TARGET
GODREJPROP,2050.0,2039.75,2070.5,2.0,0.0112,2.67,0.0138,71.5,2022.46,99.99,2026-07-24,11:00,SL
GOKULAGRO,211.81,210.75,213.93,2.0,0.0086,8.7,0.0098,63.8,209.66,100.0,2026-07-24,11:00,TARGET
HERANBA,176.78,175.9,178.55,2.0,0.0122,2.35,0.016,67.1,173.65,95.3,2026-07-24,11:00,TARGET
HGINFRA,542.0,539.29,547.42,2.0,0.0097,3.26,0.0126,73.5,535.49,100.0,2026-07-24,11:00,SL
INDIANHUME,389.0,387.06,392.89,2.0,0.0086,4.15,0.0114,53.4,381.61,100.0,2026-07-24,11:01,TARGET
INDSWFTLAB,229.0,227.85,231.29,2.0,0.0105,2.68,0.0093,61.1,223.75,100.0,2026-07-24,11:01,TARGET
JITFINFRA,368.95,367.11,372.64,2.0,0.0087,1.92,0.0158,58.2,362.92,88.84,2026-07-24,11:01,TARGET
KMEW,2454.0,2441.73,2478.54,2.0,0.0133,3.86,0.0148,69.5,2395.87,100.0,2026-07-24,11:02,SL
KNRCON,121.78,121.17,123.0,2.0,0.0067,5.15,0.0093,63.2,120.07,100.0,2026-07-24,11:02,SL
KSHINTL,893.0,888.53,901.93,2.0,0.009,2.32,0.0083,73.2,874.97,94.87,2026-07-24,11:02,SL
MARINE,256.4,255.12,258.96,2.0,0.0132,2.16,0.015,56.5,250.89,92.37,2026-07-24,11:02,TARGET
MINDACORP,678.5,675.11,685.28,2.0,0.0082,2.13,0.0074,66.0,666.58,92.0,2026-07-24,11:02,TARGET
MMFL,554.7,551.93,560.25,2.0,0.0067,3.7,0.0096,61.4,545.66,100.0,2026-07-24,11:02,TARGET
MOLDTKPAC,731.0,727.35,738.31,2.0,0.0079,3.83,0.0088,67.3,722.11,100.0,2026-07-24,11:03,TARGET
MUTHOOTMF,250.2,248.95,252.7,2.0,0.0084,3.21,0.0095,68.5,245.69,100.0,2026-07-24,11:03,TARGET
NIACL,174.5,173.63,176.25,2.0,0.0086,4.83,0.0111,64.3,172.0,100.0,2026-07-24,11:03,SL
ORIENTCEM,134.5,133.83,135.84,2.0,0.0063,3.36,0.0093,58.5,132.34,100.0,2026-07-24,11:03,SL
RELCHEMQ,127.29,126.65,128.56,2.0,0.0164,4.62,0.0157,73.2,125.35,100.0,2026-07-24,11:04,TARGET
RPPINFRA,62.0,61.69,62.62,2.0,0.0068,2.28,0.0129,58.1,61.47,94.26,2026-07-24,11:04,TARGET
SANSTAR,109.49,108.94,110.58,2.0,0.0114,2.49,0.0113,71.2,107.16,97.32,2026-07-24,11:05,SL
SHK,141.98,141.27,143.4,2.0,0.0104,3.86,0.0144,66.5,139.9,100.0,2026-07-24,11:05,TARGET
SICAGEN,50.89,50.64,51.4,2.0,0.0071,,0.0158,58.6,50.4,,2026-07-24,11:05,SL
SIMPLEXINF,239.25,238.05,241.64,2.0,0.0083,4.09,0.0089,71.7,236.2,100.0,2026-07-24,11:05,TARGET
STOVEKRAFT,779.0,775.11,786.79,2.0,0.0167,4.44,0.0163,72.4,760.53,100.0,2026-07-24,11:05,SL
TRANSRAILL,485.9,483.47,490.76,2.0,0.0068,2.64,0.0075,64.3,479.98,99.53,2026-07-24,11:06,SL
