stock,entry,sl,tp,rr,trend,volume,momentum,rsi,vwap,score,date,time,result
VINATIORGA,1309.0,1302.45,1322.09,2.0,0.0061,4.25,0.0071,62.9,1290.21,100.0,2026-07-24,11:07,TARGET
ZEEL,106.0,105.47,107.06,2.0,0.0121,2.84,0.0183,73.4,103.82,100.0,2026-07-24,11:07,TARGET
HESTERBIO,2516.6,2504.02,2541.77,2.0,0.0148,3.92,0.0201,72.4,2477.86,100.0,2026-07-27,06:57,SL
MOLDTECH,142.86,142.15,144.29,2.0,0.0266,13.37,0.0342,68.5,141.71,100.0,2026-07-27,06:59,SL
AARTIIND,488.45,486.01,493.33,2.0,0.0073,3.36,0.0106,74.2,485.35,100.0,2026-07-27,07:32,SL
LAGNAM,90.79,90.34,91.7,2.0,0.0129,,0.0123,66.4,89.84,,2026-07-27,07:38,SL
WORTHPERI,143.99,143.27,145.43,2.0,0.0143,,0.0084,51.9,141.81,,2026-07-27,07:44,SL
APCOTEXIND,592.95,589.99,598.88,2.0,0.0098,5.83,0.0119,73.8,583.64,100.0,2026-07-27,10:56,SL
DPABHUSHAN,1441.0,1433.8,1455.41,2.0,0.0207,3.46,0.0222,73.6,1403.03,100.0,2026-07-27,10:59,SL
INNOVACAP,975.0,970.12,984.75,2.0,0.0094,3.42,0.0118,66.9,965.76,100.0,2026-07-27,11:02,SL
MUFTI,85.0,84.58,85.85,2.0,0.0117,3.07,0.0091,74.4,83.94,100.0,2026-07-27,11:04,SL
NCLIND,187.0,186.06,188.87,2.0,0.0096,7.14,0.0099,60.8,185.16,100.0,2026-07-27,11:05,SL
OBCL,53.35,53.08,53.88,2.0,0.0108,,0.0131,63.7,52.66,,2026-07-27,11:05,SL
RUSTOMJEE,414.0,411.93,418.14,2.0,0.013,2.95,0.0125,73.3,408.27,100.0,2026-07-27,11:07,SL
SCHAND,148.75,148.01,150.24,2.0,0.0093,4.93,0.0109,66.7,147.5,100.0,2026-07-27,11:07,SL
RELIABLE,139.97,139.27,141.37,2.0,0.0108,,0.0143,55.2,138.01,,2026-07-28,06:35,SL
ZUARI,225.65,224.52,227.91,2.0,0.011,9.04,0.0125,68.4,223.71,100.0,2026-07-28,06:38,TARGET
ATLASCYCLE,98.48,97.99,99.46,2.0,0.0082,,0.0149,58.2,97.13,,2026-07-28,09:20,TARGET
LUMAXIND,5159.0,5133.2,5210.59,2.0,0.0089,3.93,0.0116,68.2,5120.18,100.0,2026-07-28,09:27,SL
SALONA,254.0,252.73,256.54,2.0,0.0233,,0.0283,72.1,246.72,,2026-07-28,09:31,SL
SAREGAMA,525.2,522.57,530.45,2.0,0.0097,7.09,0.0123,70.5,523.23,100.0,2026-07-28,09:31,SL
TECHNVISN,4799.9,4775.9,4847.9,2.0,0.0188,7.39,0.0322,69.6,4737.77,100.0,2026-07-28,09:33,SL
BEEKAY,408.55,406.51,412.64,2.0,0.0128,,0.0239,52.2,404.98,,2026-07-28,11:12,SL
GNA,518.05,515.46,523.23,2.0,0.0133,4.02,0.015,71.3,511.74,100.0,2026-07-28,11:15,SL
PNGSREVA,428.6,426.46,432.89,2.0,0.0117,4.27,0.0112,59.5,425.51,100.0,2026-07-28,11:20,TARGET
PRECWIRE,372.0,370.14,375.72,2.0,0.0143,2.91,0.0181,67.7,366.71,100.0,2026-07-28,11:20,SL
SAHLIBHFI,79.78,79.38,80.58,2.0,0.0137,,0.0228,67.1,79.67,,2026-07-28,11:21,SL
WELSPLSOL,52.7,52.44,53.23,2.0,0.0117,2.18,0.0107,64.8,52.1,92.77,2026-07-28,11:25,SL
MOLDTECH,145.0,144.28,146.45,2.0,0.0155,2.73,0.0211,71.5,142.1,100.0,2026-07-29,06:39,SL
KALYANIFRG,611.0,607.95,617.11,2.0,0.0043,,0.0043,67.0,607.46,,2026-07-29,07:59,SL
SANGAMIND,607.15,604.11,613.22,2.0,0.0056,2.42,0.0041,62.5,603.23,91.91,2026-07-29,08:04,SL
ATULAUTO,489.0,486.56,493.89,2.0,0.0081,4.88,0.0062,74.6,483.5,100.0,2026-07-29,09:25,TARGET
HSCL,770.15,766.3,777.85,2.0,0.0059,4.44,0.0044,68.5,761.86,96.84,2026-07-29,09:28,SL
KRISHNADEF,1216.5,1210.42,1228.66,2.0,0.0035,2.47,0.0054,54.7,1208.81,89.64,2026-07-29,09:29,SL
RKFORGE,642.75,639.54,649.18,2.0,0.0065,2.5,0.0088,66.1,638.22,97.53,2026-07-29,09:32,SL
STAR,1061.0,1055.69,1071.61,2.0,0.0038,2.76,0.0069,57.4,1060.02,94.1,2026-07-29,09:33,TARGET
TIMETECHNO,216.78,215.7,218.95,2.0,0.0058,3.22,0.0069,73.1,213.97,100.0,2026-07-29,09:34,SL
UJJIVANSFB,70.52,70.17,71.23,2.0,0.0054,3.14,0.0081,58.0,69.95,100.0,2026-07-29,09:34,SL
UTLSOLAR,369.25,367.4,372.94,2.0,0.0079,3.55,0.0083,72.3,367.72,100.0,2026-07-29,09:34,SL
ZEEL,108.41,107.87,109.49,2.0,0.0052,4.13,0.0073,60.8,107.55,100.0,2026-07-29,09:34,SL
AVADHSUGAR,514.3,511.73,519.44,2.0,0.0039,2.85,0.0066,58.1,513.85,94.64,2026-07-30,06:12,SL
CSLFINANCE,213.19,212.12,215.32,2.0,0.0033,,0.0041,55.3,211.85,,2026-07-30,06:14,SL
EPACK,235.17,233.99,237.52,2.0,0.0032,3.37,0.0044,67.9,234.59,87.97,2026-07-30,06:14,SL
JPOLYINVST,1045.0,1039.78,1055.45,2.0,0.0045,,0.0059,59.5,1037.32,,2026-07-30,06:16,SL
KOLTEPATIL,392.85,390.89,396.78,2.0,0.004,2.58,0.0045,69.1,391.36,90.99,2026-07-30,06:17,SL
KOTHARIPRO,67.3,66.96,67.97,2.0,0.0083,,0.0075,63.8,66.23,,2026-07-30,06:17,SL
KRITINUT,73.68,73.31,74.42,2.0,0.009,,0.0093,61.8,72.59,,2026-07-30,06:17,SL
RELCHEMQ,125.95,125.32,127.21,2.0,0.005,,0.0048,50.8,124.85,,2026-07-30,06:19,SL
ADOR,1461.1,1453.79,1475.71,2.0,0.0068,2.88,0.0063,66.0,1445.26,100.0,2026-07-30,06:29,TARGET
KIRLOSENG,2141.5,2130.79,2162.91,2.0,0.0036,3.3,0.0049,61.6,2131.48,92.26,2026-07-30,06:34,SL
SAMHI,183.67,182.75,185.51,2.0,0.0067,2.71,0.005,68.3,181.55,99.9,2026-07-30,06:37,TARGET
SHRIPISTON,4322.2,4300.59,4365.42,2.0,0.0065,4.72,0.0078,66.5,4284.75,100.0,2026-07-30,06:37,TARGET
URBANCO,131.15,130.49,132.46,2.0,0.0033,3.0,0.005,67.4,130.4,91.53,2026-07-30,06:39,SL
DEVYANI,116.68,116.1,117.85,2.0,0.0034,3.15,0.0044,54.3,117.19,78.74,2026-07-30,09:17,TARGET
IITL,136.26,135.58,137.62,2.0,0.0078,,0.0084,55.9,134.91,,2026-07-30,09:19,SL
JAICORPLTD,101.53,101.02,102.55,2.0,0.0039,2.36,0.0052,58.8,100.67,89.73,2026-07-30,09:19,TARGET
JWL,258.8,257.51,261.39,2.0,0.005,2.81,0.0056,72.8,257.14,100.0,2026-07-30,09:19,TARGET
KRONOX,153.1,152.33,154.63,2.0,0.0047,3.69,0.0053,72.3,152.13,98.75,2026-07-30,09:20,SL
PREMCO,369.85,368.0,373.55,2.0,0.0072,,0.0097,61.1,366.62,,2026-07-30,09:22,SL
SHYAMMETL,1026.8,1021.67,1037.07,2.0,0.0052,4.66,0.0068,70.3,1020.93,100.0,2026-07-30,09:23,SL
WALCHANNAG,230.25,229.1,232.55,2.0,0.0054,2.99,0.0068,63.8,227.24,100.0,2026-07-30,09:25,TARGET
ADANIPORTS,1681.0,1672.6,1697.81,2.0,0.0046,2.57,0.005,70.5,1667.84,96.1,2026-07-31,06:44,TARGET
GMMPFAUDLR,836.0,831.82,844.36,2.0,0.0086,2.69,0.0051,74.8,826.17,100.0,2026-07-31,06:48,TARGET
MAMATA,394.25,392.28,398.19,2.0,0.0039,3.27,0.0045,65.0,391.93,91.59,2026-07-31,06:51,TARGET
NAHARINDUS,113.99,113.42,115.13,2.0,0.0045,,0.006,64.9,113.36,,2026-07-31,06:52,SL
NDLVENTURE,127.01,126.37,128.28,2.0,0.0043,,0.0076,50.0,126.5,,2026-07-31,06:52,TARGET
PDSL,368.5,366.66,372.19,2.0,0.0083,2.58,0.0077,70.2,361.89,98.73,2026-07-31,06:53,SL
ROSSTECH,972.0,967.14,981.72,2.0,0.0042,2.97,0.0042,70.3,962.42,92.1,2026-07-31,06:54,SL
SENORES,1316.9,1310.32,1330.07,2.0,0.0037,2.7,0.0057,61.8,1311.33,93.73,2026-07-31,06:55,SL
VHL,3380.0,3363.1,3413.8,2.0,0.0052,,0.006,56.4,3351.53,,2026-07-31,06:57,SL
AHLEAST,144.98,144.26,146.43,2.0,0.0088,,0.0096,66.2,143.23,,2026-07-31,09:34,SL
ESABINDIA,5637.0,5608.81,5693.37,2.0,0.005,2.49,0.0065,65.4,5594.93,97.31,2026-07-31,09:37,SL
FLAIR,259.6,258.3,262.2,2.0,0.006,2.7,0.0044,60.9,256.95,97.25,2026-07-31,09:37,SL
GOODLUCK,1520.9,1513.3,1536.11,2.0,0.0035,3.44,0.0044,62.8,1509.23,89.84,2026-07-31,09:38,SL
GSPCROP,584.25,581.33,590.09,2.0,0.0038,2.73,0.0049,53.5,583.52,93.56,2026-07-31,09:38,SL
SIGNATURE,820.6,816.5,828.81,2.0,0.0034,5.03,0.0045,72.5,814.88,89.13,2026-07-31,09:43,SL
AEROENTER,123.8,123.18,125.04,2.0,0.0053,3.31,0.0066,60.5,122.93,100.0,2026-08-03,06:46,SL
BRIGADE,585.55,582.62,591.41,2.0,0.0063,2.49,0.0091,73.5,581.54,97.32,2026-08-03,06:48,SL
BUTTERFLY,743.7,739.98,751.14,2.0,0.0051,2.63,0.0069,60.7,738.33,99.52,2026-08-03,06:48,SL
NAUKRI,1249.3,1243.05,1261.79,2.0,0.0038,4.23,0.0051,69.3,1244.38,93.77,2026-08-03,06:52,TARGET
SOMANYCERA,498.8,496.31,503.79,2.0,0.0064,5.75,0.0066,60.2,494.28,100.0,2026-08-03,06:55,TARGET
ARIHANTSUP,263.0,261.69,265.63,2.0,0.0048,,0.0061,55.2,261.17,,2026-08-03,07:27,SL
NETWEB,4638.6,4615.41,4684.99,2.0,0.0077,2.99,0.0076,68.9,4633.03,100.0,2026-08-03,07:33,SL
PRUDENT,3311.4,3294.84,3344.51,2.0,0.0056,6.77,0.0077,56.9,3295.57,100.0,2026-08-03,07:34,TARGET
RAJRATAN,505.7,503.17,510.76,2.0,0.0068,2.26,0.0063,64.2,502.59,93.83,2026-08-03,07:34,TARGET
UNIENTER,97.38,96.89,98.35,2.0,0.004,,0.0091,50.0,97.03,,2026-08-03,07:36,SL
ATAM,66.68,66.35,67.35,2.0,0.0052,,0.0057,61.0,66.39,,2026-08-04,06:29,SL
CHEVIOT,1139.3,1133.6,1150.69,2.0,0.0052,,0.005,63.1,1132.32,,2026-08-04,06:30,SL
MALLCOM,994.8,989.83,1004.75,2.0,0.0041,,0.0046,51.1,990.49,,2026-08-04,06:34,SL
CHENNPETRO,1326.0,1319.37,1339.26,2.0,0.0055,3.67,0.0065,72.6,1317.25,100.0,2026-08-04,09:24,TARGET
GRAVITA,1667.9,1659.56,1684.58,2.0,0.0067,2.37,0.0073,58.4,1653.72,95.5,2026-08-04,09:26,SL
KRSNAA,566.5,563.67,572.16,2.0,0.0086,2.9,0.0096,62.2,558.14,100.0,2026-08-04,09:27,SL
PAKKA,71.83,71.47,72.55,2.0,0.0032,2.46,0.0046,62.5,71.5,85.81,2026-08-04,09:29,SL
PRICOLLTD,762.4,758.59,770.02,2.0,0.0036,4.67,0.0048,59.7,752.18,91.98,2026-08-04,09:29,TARGET
RAIN,238.8,237.61,241.19,2.0,0.0068,4.25,0.008,58.4,235.34,100.0,2026-08-04,09:29,SL
SURYAROSNI,239.52,238.32,241.92,2.0,0.0066,3.38,0.0072,67.1,238.6,100.0,2026-08-04,09:31,SL
UBL,1434.0,1426.83,1448.34,2.0,0.0037,6.91,0.0055,61.8,1429.77,93.4,2026-08-04,09:31,SL
HMVL,102.73,102.22,103.76,2.0,0.0047,6.01,0.0048,63.2,101.94,97.29,2026-08-05,06:14,SL
HUDCO,204.11,203.09,206.15,2.0,0.006,4.04,0.0083,70.2,202.99,100.0,2026-08-05,06:14,SL
JITFINFRA,347.0,345.26,350.47,2.0,0.0058,3.73,0.0043,74.9,343.99,96.71,2026-08-05,06:15,TARGET
SHALPAINTS,85.0,84.58,85.85,2.0,0.0062,2.95,0.0066,67.2,84.26,100.0,2026-08-05,06:19,SL
SULA,168.47,167.63,170.15,2.0,0.0072,6.04,0.0084,64.0,167.27,100.0,2026-08-05,06:38,TARGET
VINCOFE,155.99,155.21,157.55,2.0,0.0044,8.74,0.005,56.5,154.97,97.15,2026-08-05,06:39,SL
BIRLANU,1414.3,1407.23,1428.44,2.0,0.0055,3.72,0.0073,53.2,1395.99,100.0,2026-08-05,09:22,SL
GMDCLTD,576.5,573.62,582.26,2.0,0.0051,2.88,0.0051,68.8,571.48,100.0,2026-08-05,09:24,TARGET
NORTHARC,285.6,284.17,288.46,2.0,0.0058,4.86,0.0049,71.3,284.56,99.63,2026-08-05,09:28,SL
SHK,167.05,166.21,168.72,2.0,0.0031,3.32,0.0043,56.8,166.8,86.97,2026-08-05,09:30,SL
BLACKBUCK,556.1,554.91,558.48,2.0,0.0039,4.57,0.0048,60.9,554.51,93.38,2026-08-06,06:16,SL
FINEORG,4992.0,4984.19,5007.62,2.0,0.005,5.48,0.0044,72.7,4959.25,97.13,2026-08-06,06:18,TARGET
GRAVITA,1701.7,1698.48,1708.14,2.0,0.0048,4.03,0.0069,62.9,1694.01,98.89,2026-08-06,06:19,TARGET
MMFL,588.3,585.78,593.34,2.0,0.0089,2.04,0.0094,65.9,582.16,90.62,2026-08-06,06:22,TARGET
PRIVISCL,3679.0,3674.38,3688.24,2.0,0.0043,4.07,0.0042,76.5,3661.15,92.76,2026-08-06,06:24,SL
CLSEL,298.8,297.62,301.15,2.0,0.0089,8.2,0.0081,71.8,296.77,100.0,2026-08-06,06:33,TARGET
COCHINSHIP,1473.0,1470.08,1478.84,2.0,0.0073,2.31,0.0041,85.5,1457.13,90.1,2026-08-06,06:33,SL
GODFRYPHLP,2332.0,2327.7,2340.59,2.0,0.0069,2.15,0.006,66.8,2310.65,92.23,2026-08-06,06:34,SL
SHILCTECH,4533.2,4524.45,4550.7,2.0,0.0064,1.98,0.0095,70.6,4503.55,89.67,2026-08-06,06:39,TARGET
BMWVENTLTD,60.73,60.58,61.04,2.0,0.0067,2.16,0.0081,73.8,60.28,92.37,2026-08-06,09:27,SL
CAPLIPOINT,2593.5,2588.9,2602.69,2.0,0.0059,1.81,0.0059,71.9,2574.69,87.12,2026-08-06,09:27,SL
CHALET,860.65,859.7,862.55,2.0,0.0072,4.09,0.0066,89.1,850.99,100.0,2026-08-06,09:28,TARGET
DYNAMATECH,11429.0,11404.2,11478.61,2.0,0.0046,3.01,0.0078,56.4,11331.81,98.05,2026-08-06,09:28,SL
FIVESTAR,552.95,551.96,554.92,2.0,0.0077,4.23,0.0045,72.0,548.46,97.71,2026-08-06,09:29,SL
MAPMYINDIA,1068.7,1066.27,1073.55,2.0,0.0041,2.44,0.0048,55.8,1059.25,91.08,2026-08-06,09:33,TARGET
MUNJALAU,104.01,103.87,104.29,2.0,0.0034,2.29,0.0042,69.8,103.74,82.43,2026-08-06,09:33,SL
PARADEEP,148.46,148.23,148.92,2.0,0.0061,2.69,0.0071,84.7,147.52,100.0,2026-08-06,09:34,SL
POLYCAB,9304.5,9293.68,9326.14,2.0,0.0041,3.61,0.0058,71.2,9265.3,95.72,2026-08-06,09:35,SL
TVSHLTD,14927.0,14909.43,14962.14,2.0,0.0041,2.41,0.0046,76.6,14913.6,90.02,2026-08-06,09:38,SL
UFLEX,485.0,483.84,487.32,2.0,0.0059,3.53,0.0062,71.2,479.91,100.0,2026-08-06,09:38,TARGET
BPCL,323.0,321.21,326.58,2.0,0.0048,4.83,0.0054,64.6,321.8,98.78,2026-08-07,05:24,SL
GRANULES,855.0,849.8,865.39,2.0,0.0048,2.36,0.0042,71.6,849.72,90.33,2026-08-07,05:26,TARGET
JAMNAAUTO,147.57,144.71,153.29,2.0,0.0083,1.93,0.005,72.4,146.32,88.97,2026-08-07,05:28,SL
JGCHEM,548.0,540.69,562.61,2.0,0.0084,2.61,0.0095,77.9,542.82,99.14,2026-08-07,05:28,TARGET
SUPRAJIT,535.6,527.77,551.26,2.0,0.0059,2.03,0.0047,58.4,531.65,88.92,2026-08-07,05:34,SL
YATRA,110.85,109.77,113.01,2.0,0.0068,3.67,0.0077,58.9,110.12,100.0,2026-08-07,05:36,SL
NTPCGREEN,91.77,91.34,92.64,2.0,0.004,2.25,0.004,64.7,91.33,84.06,2026-08-07,05:47,TARGET
PGHL,6107.0,6078.29,6164.43,2.0,0.0062,2.41,0.0069,76.2,6053.95,96.22,2026-08-07,07:00,TARGET
ZEEL,94.69,94.27,95.53,2.0,0.003,2.37,0.0041,66.0,94.21,81.31,2026-08-07,07:03,SL
JUBLFOOD,484.3,481.44,490.02,2.0,0.0061,6.35,0.0071,65.5,479.7,100.0,2026-08-07,08:14,TARGET
LAMBODHARA,116.95,114.54,121.77,2.0,0.0061,4.19,0.0082,54.4,116.26,100.0,2026-08-07,08:15,SL
WELENT,586.4,582.94,593.32,2.0,0.0065,2.39,0.0058,75.9,578.31,95.79,2026-08-07,08:19,SL
ARIHANT,1125.3,1101.73,1172.44,2.0,0.005,2.32,0.0092,70.4,1114.01,94.74,2026-08-07,09:16,SL
JMA,89.0,86.82,93.35,2.0,0.0068,6.29,0.0045,51.4,88.3,97.57,2026-08-07,09:20,SL
ORKLAINDIA,566.05,562.34,573.46,2.0,0.0053,2.03,0.0049,71.2,561.98,89.92,2026-08-07,09:22,SL
POLICYBZR,1606.6,1595.93,1627.94,2.0,0.0034,4.17,0.0056,56.2,1599.12,92.19,2026-08-07,09:22,SL
REDINGTON,356.85,353.39,363.77,2.0,0.0063,2.01,0.0061,62.6,354.05,90.17,2026-08-07,09:23,SL
TIMEX,556.0,552.56,562.88,2.0,0.0051,8.71,0.0054,68.8,552.81,100.0,2026-08-07,09:24,SL
KMEW,2537.9,2510.21,2593.27,2.0,0.0069,1.96,0.0083,71.5,2514.34,89.4,2026-08-07,09:58,SL
KPEL,304.3,302.03,308.84,2.0,0.0072,2.09,0.0076,76.2,302.83,91.41,2026-08-07,09:58,SL
KRBL,380.05,375.42,389.31,2.0,0.0071,2.58,0.0066,67.7,376.77,98.76,2026-08-07,09:58,SL
LLOYDSENGG,97.17,95.75,100.0,2.0,0.0061,2.0,0.0053,66.9,95.49,89.99,2026-08-07,09:58,SL
MAZDOCK,2525.0,2505.97,2563.06,2.0,0.0046,7.52,0.0064,70.6,2522.9,98.08,2026-08-07,09:59,SL
NAHARSPING,316.9,314.4,321.89,2.0,0.0044,6.07,0.0044,56.9,314.49,94.16,2026-08-07,09:59,TARGET
PATELRMART,221.0,219.84,223.33,2.0,0.0069,2.12,0.0085,87.4,219.86,91.83,2026-08-07,10:00,SL
PAUSHAKLTD,707.0,698.48,724.04,2.0,0.0032,2.43,0.0071,52.7,697.46,87.73,2026-08-07,10:00,SL
PIXTRANS,1723.6,1708.02,1754.76,2.0,0.0059,2.07,0.0042,64.7,1698.77,86.96,2026-08-07,10:00,TARGET
RKFORGE,729.0,723.22,740.55,2.0,0.007,2.51,0.0063,82.8,718.13,97.71,2026-08-07,10:00,TARGET
SDBL,73.7,73.13,74.84,2.0,0.0055,2.55,0.0068,72.1,73.3,98.2,2026-08-07,10:01,SL
SEDEMAC,2821.1,2797.59,2868.11,2.0,0.0081,2.94,0.0083,76.2,2786.04,100.0,2026-08-07,10:01,TARGET
SMSPHARMA,378.95,373.61,389.62,2.0,0.0054,2.48,0.0044,77.7,373.85,94.02,2026-08-07,10:01,SL
SOLARINDS,18660.0,18542.14,18895.71,2.0,0.0059,4.42,0.0049,78.6,18520.46,99.5,2026-08-07,10:01,SL
SUKHJITS,163.4,160.08,170.04,2.0,0.0053,2.11,0.0074,55.3,162.39,91.65,2026-08-07,10:02,SL
TFCILTD,117.97,117.09,119.73,2.0,0.0072,2.25,0.005,82.4,115.68,93.81,2026-08-07,10:02,SL
KMEW,2547.5,2528.49,2585.51,2.0,0.0056,2.45,0.0069,67.8,2532.48,96.68,2026-08-10,05:34,TARGET
KRISHANA,181.07,179.36,184.48,2.0,0.0063,2.6,0.009,59.3,180.01,98.96,2026-08-10,05:34,TARGET
SUPREMEIND,3441.4,3417.59,3489.01,2.0,0.0066,2.97,0.0077,70.9,3420.91,100.0,2026-08-10,05:39,TARGET
TPLPLASTEH,77.89,77.47,78.73,2.0,0.004,6.11,0.0043,68.5,77.47,91.46,2026-08-10,05:39,SL
BORORENEW,567.2,563.95,573.69,2.0,0.0083,2.31,0.0089,75.0,558.95,94.64,2026-08-10,06:54,SL
HONDAPOWER,2113.0,2103.19,2132.63,2.0,0.0038,3.58,0.0057,58.0,2103.96,93.93,2026-08-10,06:56,SL
JTLIND,78.0,77.32,79.35,2.0,0.0037,3.14,0.005,65.6,77.54,93.33,2026-08-10,06:57,SL
JUBLFOOD,496.0,492.53,502.94,2.0,0.0067,2.02,0.0074,60.5,490.8,90.24,2026-08-10,06:57,SL
LICI,396.2,393.69,401.21,2.0,0.005,2.14,0.0044,68.6,394.2,89.21,2026-08-10,06:58,SL
NBCC,95.47,95.11,96.19,2.0,0.0037,2.23,0.0048,71.8,94.9,86.08,2026-08-10,06:59,SL
TARACHAND,50.5,49.69,52.11,2.0,0.0073,5.19,0.0044,52.2,49.44,96.88,2026-08-10,07:01,SL
ACI,523.0,520.48,528.04,2.0,0.0065,7.47,0.008,81.3,516.32,100.0,2026-08-10,08:23,SL
ATGL,663.55,660.2,670.26,2.0,0.0053,2.64,0.006,78.1,657.87,99.58,2026-08-10,08:24,SL
JKIL,508.0,505.76,512.48,2.0,0.007,4.8,0.0078,68.0,504.23,100.0,2026-08-10,08:28,SL
KECL,151.2,149.82,153.96,2.0,0.0041,2.24,0.0053,60.8,149.94,88.9,2026-08-10,08:28,SL
LGBBROSLTD,1541.1,1528.56,1566.17,2.0,0.0058,2.36,0.006,62.5,1525.74,95.34,2026-08-10,08:29,SL
MONARCH,394.75,392.72,398.8,2.0,0.0077,13.83,0.008,86.2,390.32,100.0,2026-08-10,08:29,SL
RUPA,165.8,164.69,168.01,2.0,0.0048,4.62,0.0049,82.7,164.86,98.73,2026-08-10,08:31,SL
TCC,278.45,274.92,285.5,2.0,0.0054,6.4,0.0087,60.7,276.69,100.0,2026-08-10,08:33,SL
CARBORUNIV,1122.0,1109.29,1147.41,2.0,0.007,6.04,0.0076,75.0,1117.6,100.0,2026-08-11,06:05,TARGET
GANESHCP,163.0,161.92,165.16,2.0,0.0077,5.23,0.0077,80.7,161.88,100.0,2026-08-11,06:07,SL
GNFC,550.3,545.79,559.32,2.0,0.0084,2.74,0.0077,72.6,545.53,100.0,2026-08-11,06:07,SL
JAICORPLTD,103.31,102.58,104.78,2.0,0.0059,5.61,0.006,74.1,102.72,100.0,2026-08-11,06:09,SL
SFL,681.1,675.0,693.29,2.0,0.0056,2.45,0.0051,67.1,676.23,96.8,2026-08-11,06:13,TARGET
SONATSOFTW,326.65,324.68,330.59,2.0,0.0056,2.14,0.0048,80.6,324.03,90.92,2026-08-11,06:14,TARGET
SILGO,69.65,69.12,70.7,2.0,0.0045,3.95,0.0049,69.1,69.35,96.79,2026-08-11,07:34,SL
SILVERTUC,208.97,207.22,212.48,2.0,0.0042,6.14,0.0047,66.8,207.75,94.07,2026-08-11,07:34,SL
AEROENTER,129.99,128.71,132.55,2.0,0.0076,5.13,0.0077,65.7,127.25,100.0,2026-08-11,08:29,SL
INSECTICID,650.0,646.4,657.2,2.0,0.0047,11.27,0.0072,61.4,647.13,98.62,2026-08-11,08:33,SL
KIRLPNU,1487.3,1476.44,1509.03,2.0,0.0054,2.25,0.0055,67.5,1477.42,93.72,2026-08-11,08:34,TARGET
PFOCUS,285.0,283.19,288.62,2.0,0.0066,4.91,0.0085,64.7,282.1,100.0,2026-08-11,08:36,SL
ANANTRAJ,603.6,600.84,609.13,2.0,0.0047,4.21,0.005,77.3,601.36,98.47,2026-08-11,09:34,TARGET
GILLETTE,7650.5,7616.75,7718.0,2.0,0.0044,8.31,0.0047,75.2,7622.06,95.14,2026-08-11,09:36,SL
HITECH,84.3,83.81,85.27,2.0,0.0047,3.2,0.0046,66.3,83.93,96.95,2026-08-11,09:37,SL
KINGFA,5714.5,5672.29,5798.93,2.0,0.0069,12.58,0.007,68.1,5679.67,100.0,2026-08-11,09:38,TARGET
MMTC,64.7,64.32,65.46,2.0,0.0079,6.63,0.0092,76.1,64.15,100.0,2026-08-11,09:39,TARGET
NETWEB,4862.0,4828.68,4928.64,2.0,0.0039,2.96,0.0049,53.3,4860.17,93.58,2026-08-11,09:39,SL
NLCINDIA,287.45,284.99,292.38,2.0,0.0054,2.3,0.0059,61.2,283.91,94.5,2026-08-11,09:40,SL
RRKABEL,2790.7,2775.55,2821.0,2.0,0.0051,2.1,0.0068,75.4,2775.75,91.53,2026-08-11,09:41,TARGET
ADVENZYMES,299.0,296.83,303.35,2.0,0.006,2.94,0.004,72.7,295.54,95.15,2026-08-11,09:53,TARGET
ALEMBICLTD,86.87,86.0,88.62,2.0,0.0049,2.96,0.0071,61.5,86.03,99.66,2026-08-11,09:53,SL
DECNGOLD,222.0,218.72,228.57,2.0,0.0074,3.36,0.0045,61.4,220.38,97.62,2026-08-11,09:56,TARGET
FINKURVE,60.6,59.55,62.7,2.0,0.0045,4.36,0.0087,61.1,60.48,97.52,2026-08-11,09:56,SL
GODREJIND,1299.1,1291.3,1314.7,2.0,0.008,2.93,0.0098,72.2,1287.85,100.0,2026-08-11,09:57,SL
MCX,2881.9,2856.14,2933.41,2.0,0.0051,2.89,0.0063,59.8,2830.19,100.0,2026-08-11,10:00,TARGET
ORIENTHOT,128.9,127.47,131.75,2.0,0.0075,3.59,0.007,62.0,126.46,100.0,2026-08-11,10:01,SL
PATELRMART,226.11,223.42,231.49,2.0,0.0047,3.22,0.005,56.3,224.66,98.39,2026-08-11,10:01,SL
RANEHOLDIN,1785.0,1768.2,1818.6,2.0,0.0069,4.59,0.0085,61.6,1769.73,100.0,2026-08-11,10:02,TARGET
RITCO,304.45,301.14,311.07,2.0,0.0059,2.94,0.0048,63.5,301.93,98.93,2026-08-11,10:02,SL
SARLAPOLY,101.2,100.79,102.01,2.0,0.0071,5.98,0.006,83.1,100.3,100.0,2026-08-11,10:02,SL
SESHAPAPER,233.99,232.25,237.47,2.0,0.0035,2.36,0.0042,70.5,232.8,84.26,2026-08-11,10:02,SL
STAR,1005.4,998.69,1018.81,2.0,0.0044,2.36,0.0042,77.7,998.09,88.56,2026-08-11,10:03,SL
STARHEALTH,587.0,582.66,595.68,2.0,0.0057,2.4,0.0048,68.2,578.04,95.02,2026-08-11,10:03,SL
TATAINVEST,691.0,684.46,704.07,2.0,0.0049,2.46,0.0053,63.9,687.11,96.19,2026-08-11,10:04,SL
TOLINS,102.9,101.97,104.75,2.0,0.0062,4.54,0.0074,64.5,102.28,100.0,2026-08-11,10:04,SL
TRUALT,479.6,475.4,488.0,2.0,0.0036,3.38,0.0065,57.7,477.73,93.06,2026-08-11,10:04,SL
VSSL,333.45,330.81,338.72,2.0,0.0064,3.99,0.0076,80.8,330.76,100.0,2026-08-11,10:05,SL
